,bk_dummy
23911,1
23912,1
23913,1
23914,1
23915,1
23916,1
23917,1
23918,1
23919,1
23920,1
23921,1
23922,1
23923,1
23924,1
23925,1
23926,0
23927,1
23928,1
23929,1
23930,1
23931,1
23932,1
23933,1
23934,1
23935,1
23936,1
23937,1
23938,1
23939,1
23940,1
23941,1
23942,1
23943,1
23944,1
23945,1
23946,1
23947,1
23948,1
23949,1
23950,1
23951,1
23952,1
23953,1
23954,1
23955,1
23956,1
23957,1
23958,1
23959,1
23960,1
23961,1
23962,1
23963,1
23964,1
23965,1
23966,1
23967,1
23968,1
23969,1
23970,1
23971,1
23972,1
23973,1
23974,1
23975,1
23976,1
23977,1
23978,1
23979,1
23980,1
23981,1
23982,1
23983,1
23984,1
23985,1
23986,1
23987,1
23988,1
23989,1
23990,1
23991,1
23992,1
23993,1
23994,1
23995,1
23996,1
23997,1
23998,1
23999,1
24000,1
24001,1
24002,1
24003,1
24004,1
24005,1
24006,1
24007,1
24008,1
24009,1
24010,1
24011,1
24012,1
24013,1
24014,1
24015,1
24016,1
24017,1
24018,1
24019,1
24020,1
24021,1
24022,1
24023,1
24024,1
24025,1
24026,1
24027,1
24028,1
24029,1
24030,1
24031,1
24032,1
24033,1
24034,1
24035,1
24036,1
24037,1
24038,1
24039,1
24040,1
24041,1
24042,1
24043,1
24044,1
24045,1
24046,1
24047,1
24048,1
24049,1
24050,1
24051,1
24052,1
24053,1
24054,1
24055,0
24056,0
24057,0
24058,0
24059,1
24060,0
24061,0
24062,0
24063,0
24064,1
24065,0
24066,1
24067,1
24068,0
24069,1
24070,0
24071,0
24072,0
24073,0
24074,1
24075,1
24076,0
24077,1
24078,1
24079,1
24080,0
24081,1
24082,1
24083,0
24084,0
24085,0
24086,0
24087,0
24088,0
24089,0
24090,1
24091,0
24092,1
24093,1
24094,0
24095,1
24096,0
24097,1
24098,0
24099,0
24100,1
24101,0
24102,0
24103,0
24104,0
24105,1
24106,0
24107,1
24108,1
24109,0
24110,0
24111,1
24112,0
24113,1
24114,0
24115,1
24116,1
24117,0
24118,0
24119,0
24120,0
24121,0
24122,0
24123,1
24124,0
24125,1
24126,1
24127,0
24128,0
24129,1
24130,0
24131,1
24132,0
24133,1
24134,0
24135,0
24136,0
24137,0
24138,1
24139,0
24140,1
24141,1
24142,1
24143,0
24144,0
24145,1
24146,0
24147,0
24148,0
24149,1
24150,1
24151,0
24152,1
24153,1
24154,0
24155,0
24156,0
24157,0
24158,0
24159,0
24160,0
24161,1
24162,0
24163,0
24164,0
24165,0
24166,0
24167,1
24168,0
24169,0
24170,0
24171,1
24172,1
24173,1
24174,1
24175,1
24176,1
24177,1
24178,1
24179,1
24180,1
24181,1
24182,1
24183,1
24184,1
24185,1
24186,1
24187,0
24188,1
24189,1
24190,1
24191,1
24192,1
24193,1
24194,1
24195,1
24196,1
24197,1
24198,1
24199,1
24200,0
24201,1
24202,1
24203,1
24204,0
24205,0
24206,0
24207,0
24208,1
24209,1
24210,1
24211,1
24212,1
24213,1
24214,1
24215,1
24216,1
24217,1
24218,1
24219,1
24220,1
24221,1
24222,1
24223,1
24224,1
24225,0
24226,1
24227,1
24228,1
24229,0
24230,1
24231,1
24232,1
24233,1
24234,1
24235,1
24236,1
24237,1
24238,1
24239,0
24240,1
24241,1
24242,1
24243,1
24244,1
24245,1
24246,1
24247,1
24248,1
24249,1
24250,1
24251,1
24252,1
24253,1
24254,1
24255,1
24256,0
24257,1
24258,1
24259,1
24260,1
24261,1
24262,1
24263,1
24264,1
24265,1
24266,0
24267,1
24268,0
24269,0
24270,0
24271,1
24272,0
24273,0
24274,1
24275,0
24276,1
24277,1
24278,1
24279,0
24280,0
24281,1
24282,0
24283,0
24284,0
24285,0
24286,1
24287,1
24288,1
24289,0
24290,1
24291,0
24292,0
24293,0
24294,0
24295,1
24296,1
24297,1
24298,1
24299,1
24300,1
24301,1
24302,1
24303,1
24304,1
24305,1
24306,1
24307,0
24308,0
24309,1
24310,1
24311,0
24312,1
24313,1
24314,0
24315,0
24316,0
24317,0
24318,0
24319,1
24320,1
24321,1
24322,1
24323,1
24324,1
24325,1
24326,1
24327,1
24328,1
24329,1
24330,1
24331,1
24332,0
24333,0
24334,0
24335,1
24336,0
24337,1
24338,0
24339,0
24340,1
24341,1
24342,0
24343,0
24344,0
24345,1
24346,1
24347,1
24348,1
24349,1
24350,1
24351,1
24352,1
24353,1
24354,1
24355,1
24356,0
24357,0
24358,0
24359,0
24360,0
24361,0
24362,0
24363,0
24364,0
24365,0
24366,0
24367,0
24368,0
24369,0
24370,0
24371,0
24372,0
24373,1
24374,0
24375,0
24376,0
24377,0
24378,0
24379,0
24380,0
24381,0
24382,0
24383,0
24384,0
24385,0
24386,0
24387,0
24388,0
24389,0
24390,0
24391,1
24392,1
24393,1
24394,0
24395,0
24396,0
24397,0
24398,0
24399,0
24400,0
24401,0
24402,0
24403,0
24404,0
24405,1
24406,0
24407,0
24408,0
24409,0
24410,0
24411,0
24412,0
24413,0
24414,0
24415,0
24416,0
24417,0
24418,0
24419,0
24420,0
24421,1
24422,0
24423,0
24424,0
24425,0
24426,0
24427,0
24428,0
24429,0
24430,0
24431,1
24432,1
24433,0
24434,1
24435,1
24436,0
24437,0
24438,0
24439,0
24440,0
24441,0
24442,1
24443,1
24444,0
24445,0
24446,0
24447,0
24448,0
24449,0
24450,0
24451,0
24452,0
24453,0
24454,0
24455,0
24456,0
24457,0
24458,0
24459,0
24460,0
24461,0
24462,0
24463,0
24464,1
24465,1
24466,0
24467,0
24468,0
24469,0
24470,0
24471,0
24472,1
24473,0
24474,0
24475,0
24476,0
24477,1
24478,1
24479,0
24480,0
24481,0
24482,1
24483,1
24484,1
24485,0
24486,0
24487,0
24488,0
24489,0
24490,0
24491,0
24492,1
24493,0
24494,0
24495,0
24496,0
24497,0
24498,0
24499,0
24500,0
24501,0
24502,0
24503,0
24504,0
24505,0
24506,0
24507,0
24508,0
24509,0
24510,1
24511,0
24512,0
24513,0
24514,0
24515,1
24516,0
24517,0
24518,1
24519,1
24520,0
24521,0
24522,0
24523,0
24524,0
24525,0
24526,0
24527,0
24528,1
24529,0
24530,0
24531,0
24532,0
24533,0
24534,0
24535,0
24536,0
24537,1
24538,0
24539,0
24540,0
24541,0
24542,0
24543,0
24544,0
24545,0
24546,0
24547,0
24548,0
24549,0
24550,0
24551,0
24552,0
24553,0
24554,0
24555,0
24556,0
24557,1
24558,0
24559,0
24560,0
24561,0
24562,0
24563,0
24564,1
24565,0
24566,0
24567,0
24568,0
24569,0
24570,0
24571,0
24572,0
24573,0
24574,0
24575,0
24576,0
24577,0
24578,0
24579,0
24580,0
24581,1
24582,1
24583,0
24584,0
24585,0
24586,0
24587,0
24588,0
24589,0
24590,0
24591,0
24592,0
24593,0
24594,1
24595,0
24596,0
24597,0
24598,1
24599,0
24600,1
24601,1
24602,0
24603,0
24604,0
24605,0
24606,0
24607,0
24608,0
24609,0
24610,0
24611,0
24612,0
24613,0
24614,0
24615,0
24616,0
24617,0
24618,0
24619,0
24620,0
24621,0
24622,0
24623,0
24624,0
24625,0
24626,0
24627,0
24628,0
24629,1
24630,0
24631,0
24632,0
24633,0
24634,0
24635,0
24636,1
24637,0
24638,0
24639,0
24640,0
24641,0
24642,0
24643,0
24644,0
24645,0
24646,0
24647,0
24648,0
24649,0
24650,1
24651,0
24652,0
24653,0
24654,0
24655,0
24656,0
24657,0
24658,0
24659,0
24660,1
24661,0
24662,0
24663,1
24664,0
24665,0
24666,0
24667,1
24668,0
24669,0
24670,0
24671,0
24672,0
24673,0
24674,0
24675,0
24676,0
24677,0
24678,0
24679,0
24680,0
24681,0
24682,0
24683,0
24684,0
24685,1
24686,0
24687,0
24688,0
24689,0
24690,0
24691,0
24692,0
24693,0
24694,1
24695,1
24696,0
24697,0
24698,0
24699,0
24700,1
24701,1
24702,0
24703,0
24704,0
24705,0
24706,0
24707,0
24708,0
24709,0
24710,0
24711,0
24712,0
24713,0
24714,1
24715,0
24716,0
24717,0
24718,0
24719,0
24720,0
24721,0
24722,0
24723,0
24724,1
24725,0
24726,0
24727,0
24728,0
24729,0
24730,0
24731,0
24732,1
24733,1
24734,0
24735,0
24736,0
24737,0
24738,0
24739,0
24740,1
24741,0
24742,1
24743,1
24744,1
24745,1
24746,1
24747,1
24748,1
24749,1
24750,1
24751,1
24752,1
24753,1
24754,1
24755,1
24756,1
24757,1
24758,1
24759,1
24760,1
24761,1
24762,1
24763,1
24764,1
24765,1
24766,1
24767,1
24768,1
24769,1
24770,1
24771,1
24772,1
24773,1
24774,1
24775,1
24776,1
24777,1
24778,1
24779,1
24780,1
24781,1
24782,1
24783,1
24784,1
24785,1
24786,1
24787,1
24788,1
24789,1
24790,1
24791,1
24792,1
24793,1
24794,1
24795,1
24796,1
24797,1
24798,1
24799,1
24800,1
24801,1
24802,1
24803,1
24804,1
24805,1
24806,1
24807,1
24808,1
24809,1
24810,1
24811,1
24812,1
24813,1
24814,1
24815,1
24816,1
24817,1
24818,1
24819,0
24820,0
24821,0
24822,0
24823,0
24824,0
24825,0
24826,0
24827,0
24828,0
24829,0
24830,0
24831,0
24832,1
24833,1
24834,1
24835,1
24836,0
24837,1
24838,1
24839,1
24840,1
24841,1
24842,0
24843,1
24844,1
24845,1
24846,1
24847,1
24848,1
24849,1
24850,1
24851,1
24852,1
24853,1
24854,1
24855,1
24856,0
24857,1
24858,0
24859,1
24860,1
24861,1
24862,1
24863,1
24864,1
24865,1
24866,1
24867,0
24868,1
24869,0
24870,1
24871,1
24872,1
24873,1
24874,1
24875,1
24876,1
24877,1
24878,1
24879,0
24880,1
24881,0
24882,0
24883,0
24884,0
24885,0
24886,0
24887,0
24888,0
24889,0
24890,0
24891,0
24892,0
24893,1
24894,1
24895,1
24896,1
24897,1
24898,1
24899,1
24900,1
24901,1
24902,1
24903,1
24904,1
24905,1
24906,1
24907,1
24908,1
24909,1
24910,1
24911,1
24912,1
24913,1
24914,1
24915,1
24916,1
24917,0
24918,0
24919,0
24920,1
24921,0
24922,0
24923,0
24924,0
24925,0
24926,0
24927,0
24928,1
24929,1
24930,0
24931,1
24932,1
24933,1
24934,0
24935,0
24936,0
24937,1
24938,1
24939,1
24940,1
24941,1
24942,1
24943,0
24944,0
24945,0
24946,0
24947,0
24948,0
24949,1
24950,0
24951,1
24952,0
24953,1
24954,0
24955,0
24956,0
24957,0
24958,0
24959,0
24960,0
24961,0
24962,0
24963,0
24964,0
24965,0
24966,0
24967,0
24968,0
24969,0
24970,0
24971,0
24972,0
24973,0
24974,0
24975,0
24976,0
24977,0
24978,0
24979,0
24980,0
24981,0
24982,0
24983,0
24984,0
24985,0
24986,0
24987,0
24988,0
24989,0
24990,0
24991,0
24992,0
24993,0
24994,0
24995,0
24996,0
24997,0
24998,0
24999,0
25000,0
25001,0
25002,0
25003,0
25004,0
25005,0
25006,0
25007,0
25008,0
25009,0
25010,0
25011,0
25012,0
25013,0
25014,0
25015,0
25016,0
25017,0
25018,0
25019,0
25020,0
25021,1
25022,0
25023,0
25024,0
25025,0
25026,0
25027,0
25028,0
25029,0
25030,0
25031,0
25032,0
25033,0
25034,0
25035,0
25036,0
25037,0
25038,0
25039,0
25040,0
25041,0
25042,0
25043,0
25044,0
25045,0
25046,0
25047,0
25048,0
25049,0
25050,0
25051,0
25052,0
25053,0
25054,0
25055,0
25056,0
25057,0
25058,0
25059,0
25060,0
25061,0
25062,0
25063,0
25064,0
25065,0
25066,0
25067,0
25068,0
25069,0
25070,0
25071,0
25072,0
25073,0
25074,0
25075,0
25076,1
25077,0
25078,0
25079,0
25080,0
25081,1
25082,1
25083,1
25084,1
25085,1
25086,0
25087,1
25088,1
25089,1
25090,1
25091,1
25092,0
25093,0
25094,0
25095,0
25096,0
25097,0
25098,0
25099,0
25100,0
25101,0
25102,0
25103,1
25104,0
25105,1
25106,1
25107,1
25108,1
25109,0
25110,1
25111,1
25112,1
25113,1
25114,1
25115,1
25116,1
25117,1
25118,1
25119,1
25120,1
25121,1
25122,1
25123,1
25124,1
25125,0
25126,1
25127,1
25128,1
25129,1
25130,1
25131,1
25132,1
25133,1
25134,1
25135,1
25136,1
25137,1
25138,1
25139,0
25140,1
25141,0
25142,1
25143,1
25144,0
25145,0
25146,1
25147,1
25148,0
25149,1
25150,1
25151,0
25152,0
25153,0
25154,0
25155,1
25156,1
25157,1
25158,1
25159,1
25160,1
25161,1
25162,1
25163,1
25164,1
25165,1
25166,1
25167,1
25168,0
25169,1
25170,1
25171,1
25172,1
25173,1
25174,0
25175,0
25176,0
25177,0
25178,0
25179,0
25180,0
25181,0
25182,0
25183,0
25184,0
25185,0
25186,0
25187,0
25188,0
25189,0
25190,0
25191,0
25192,0
25193,0
25194,0
25195,0
25196,0
25197,0
25198,0
25199,0
25200,0
25201,0
25202,0
25203,0
25204,0
25205,0
25206,0
25207,0
25208,0
25209,0
25210,0
25211,0
25212,0
25213,0
25214,0
25215,0
25216,0
25217,0
25218,1
25219,1
25220,1
25221,1
25222,1
25223,0
25224,1
25225,0
25226,0
25227,1
25228,0
25229,0
25230,0
25231,1
25232,1
25233,0
25234,0
25235,0
25236,0
25237,0
25238,0
25239,0
25240,0
25241,0
25242,0
25243,0
25244,0
25245,0
25246,0
25247,0
25248,0
25249,0
25250,0
25251,0
25252,0
25253,0
25254,0
25255,0
25256,0
25257,0
25258,0
25259,0
25260,0
25261,0
25262,0
25263,0
25264,0
25265,0
25266,0
25267,0
25268,0
25269,0
25270,0
25271,1
25272,0
25273,1
25274,0
25275,1
25276,1
25277,1
25278,1
25279,1
25280,1
25281,1
25282,1
25283,1
25284,1
25285,1
25286,1
25287,1
25288,1
25289,1
25290,1
25291,1
25292,1
25293,1
25294,1
25295,1
25296,1
25297,1
25298,1
25299,1
25300,1
25301,1
25302,1
25303,1
25304,1
25305,1
25306,1
25307,1
25308,1
25309,1
25310,1
25311,1
25312,1
25313,1
25314,1
25315,1
25316,0
25317,1
25318,1
25319,1
25320,0
25321,1
25322,1
25323,0
25324,0
25325,1
25326,1
25327,1
25328,1
25329,0
25330,1
25331,1
25332,1
25333,0
25334,0
25335,0
25336,1
25337,0
25338,0
25339,1
25340,0
25341,1
25342,1
25343,1
25344,1
25345,1
25346,0
25347,1
25348,0
25349,1
25350,1
25351,0
25352,0
25353,1
25354,1
25355,1
25356,1
25357,0
25358,0
25359,1
25360,1
25361,1
25362,1
25363,0
25364,0
25365,0
25366,0
25367,0
25368,0
25369,1
25370,1
25371,1
25372,1
25373,1
25374,0
25375,1
25376,1
25377,1
25378,0
25379,0
25380,1
25381,1
25382,1
25383,1
25384,1
25385,1
25386,0
25387,0
25388,0
25389,0
25390,1
25391,1
25392,0
25393,1
25394,1
25395,1
25396,1
25397,1
25398,0
25399,1
25400,1
25401,0
25402,1
25403,1
25404,0
25405,1
25406,1
25407,0
25408,0
25409,0
25410,1
25411,1
25412,1
25413,1
25414,0
25415,1
25416,1
25417,0
25418,0
25419,0
25420,1
25421,1
25422,1
25423,1
25424,1
25425,1
25426,1
25427,1
25428,1
25429,1
25430,0
25431,1
25432,1
25433,1
25434,1
25435,1
25436,1
25437,0
25438,0
25439,1
25440,1
25441,1
25442,0
25443,1
25444,1
25445,1
25446,1
25447,1
25448,1
25449,1
25450,1
25451,1
25452,1
25453,1
25454,1
25455,1
25456,1
25457,0
25458,1
25459,1
25460,1
25461,1
25462,1
25463,0
25464,1
25465,1
25466,1
25467,1
25468,1
25469,1
25470,1
25471,1
25472,1
25473,1
25474,0
25475,0
25476,0
25477,0
25478,0
25479,1
25480,0
25481,0
25482,1
25483,0
25484,0
25485,0
25486,1
25487,1
25488,0
25489,0
25490,0
25491,0
25492,0
25493,0
25494,0
25495,0
25496,0
25497,0
25498,0
25499,1
25500,0
25501,0
25502,0
25503,0
25504,0
25505,0
25506,1
25507,0
25508,0
25509,0
25510,1
25511,0
25512,0
25513,0
25514,0
25515,0
25516,0
25517,1
25518,0
25519,1
25520,0
25521,0
25522,1
25523,0
25524,0
25525,0
25526,0
25527,0
25528,1
25529,1
25530,1
25531,1
25532,1
25533,0
25534,0
25535,1
25536,0
25537,1
25538,1
25539,1
25540,0
25541,0
25542,0
25543,0
25544,0
25545,0
25546,0
25547,0
25548,1
25549,1
25550,0
25551,0
25552,0
25553,1
25554,1
25555,1
25556,1
25557,1
25558,1
25559,1
25560,1
25561,1
25562,1
25563,1
25564,1
25565,1
25566,1
25567,1
25568,1
25569,1
25570,1
25571,1
25572,1
25573,1
25574,1
25575,1
25576,1
25577,1
25578,1
25579,1
25580,1
25581,1
25582,1
25583,1
25584,1
25585,1
25586,1
25587,1
25588,1
25589,0
25590,1
25591,1
25592,1
25593,1
25594,1
25595,1
25596,1
25597,1
25598,1
25599,1
25600,0
25601,1
25602,1
25603,1
25604,1
25605,1
25606,1
25607,1
25608,0
25609,1
25610,1
25611,1
25612,1
25613,1
25614,1
25615,1
25616,0
25617,0
25618,1
25619,0
25620,1
25621,0
25622,0
25623,1
25624,1
25625,1
25626,1
25627,1
25628,1
25629,1
25630,0
25631,1
25632,0
25633,1
25634,1
25635,1
25636,0
25637,1
25638,1
25639,0
25640,0
25641,1
25642,1
25643,0
25644,0
25645,1
25646,0
25647,1
25648,1
25649,1
25650,1
25651,1
25652,1
25653,1
25654,1
25655,0
25656,0
25657,1
25658,1
25659,0
25660,1
25661,1
25662,1
25663,1
25664,1
25665,0
25666,0
25667,0
25668,0
25669,1
25670,0
25671,1
25672,1
25673,0
25674,1
25675,1
25676,1
25677,1
25678,1
25679,0
25680,1
25681,1
25682,1
25683,1
25684,1
25685,1
25686,0
25687,0
25688,1
25689,1
25690,1
25691,1
25692,0
25693,1
25694,1
25695,1
25696,1
25697,1
25698,1
25699,1
25700,1
25701,1
25702,1
25703,0
25704,1
25705,1
25706,0
25707,1
25708,0
25709,0
25710,1
25711,1
25712,1
25713,1
25714,1
25715,1
25716,1
25717,1
25718,1
25719,0
25720,0
25721,0
25722,1
25723,0
25724,0
25725,0
25726,0
25727,0
25728,1
25729,1
25730,1
25731,1
25732,0
25733,0
25734,1
25735,1
25736,1
25737,1
25738,1
25739,1
25740,1
25741,1
25742,1
25743,1
25744,1
25745,1
25746,0
25747,0
25748,1
25749,0
25750,1
25751,1
25752,0
25753,0
25754,1
25755,1
25756,1
25757,0
25758,1
25759,0
25760,0
25761,0
25762,1
25763,1
25764,0
25765,1
25766,1
25767,1
25768,1
25769,1
25770,1
25771,1
25772,1
25773,1
25774,1
25775,1
25776,1
25777,1
25778,1
25779,1
25780,1
25781,1
25782,1
25783,1
25784,1
25785,1
25786,1
25787,1
25788,1
25789,1
25790,0
25791,1
25792,1
25793,1
25794,1
25795,1
25796,1
25797,1
25798,1
25799,1
25800,1
25801,1
25802,1
25803,1
25804,1
25805,1
25806,1
25807,1
25808,1
25809,1
25810,1
25811,1
25812,0
25813,0
25814,0
25815,0
25816,0
25817,1
25818,1
25819,0
25820,0
25821,0
25822,0
25823,1
25824,0
25825,0
25826,0
25827,0
25828,1
25829,1
25830,0
25831,0
25832,1
25833,1
25834,1
25835,1
25836,1
25837,1
25838,1
25839,1
25840,1
25841,0
25842,0
25843,0
25844,1
25845,1
25846,1
25847,1
25848,0
25849,1
25850,0
25851,0
25852,1
25853,0
25854,1
25855,0
25856,1
25857,0
25858,0
25859,0
25860,1
25861,1
25862,1
25863,0
25864,0
25865,1
25866,1
25867,1
25868,1
25869,0
25870,1
25871,0
25872,0
25873,1
25874,1
25875,0
25876,1
25877,0
25878,1
25879,1
25880,0
25881,1
25882,1
25883,1
25884,1
25885,0
25886,0
25887,0
25888,1
25889,0
25890,1
25891,0
25892,1
25893,1
25894,0
25895,1
25896,0
25897,0
25898,1
25899,1
25900,1
25901,0
25902,1
25903,1
25904,1
25905,0
25906,1
25907,1
25908,0
25909,0
25910,1
25911,1
25912,0
25913,0
25914,1
25915,0
25916,1
25917,1
25918,1
25919,1
25920,0
25921,0
25922,1
25923,1
25924,0
25925,1
25926,0
25927,0
25928,1
25929,1
25930,1
25931,1
25932,0
25933,0
25934,1
25935,1
25936,1
25937,1
25938,1
25939,1
25940,1
25941,1
25942,1
25943,0
25944,0
25945,1
25946,0
25947,1
25948,0
25949,0
25950,1
25951,0
25952,0
25953,1
25954,0
25955,0
25956,0
25957,0
25958,0
25959,0
25960,1
25961,0
25962,0
25963,0
25964,1
25965,1
25966,1
25967,1
25968,0
25969,0
25970,0
25971,0
25972,0
25973,1
25974,0
25975,1
25976,1
25977,1
25978,0
25979,1
25980,0
25981,0
25982,0
25983,0
25984,0
25985,0
25986,0
25987,0
25988,0
25989,0
25990,0
25991,0
25992,0
25993,1
25994,1
25995,1
25996,1
25997,1
25998,0
25999,0
26000,1
26001,1
26002,0
26003,0
26004,0
26005,0
26006,0
26007,0
26008,1
26009,1
26010,0
26011,1
26012,1
26013,1
26014,1
26015,1
26016,1
26017,1
26018,1
26019,1
26020,1
26021,1
26022,0
26023,0
26024,0
26025,1
26026,1
26027,1
26028,1
26029,1
26030,0
26031,1
26032,0
26033,1
26034,1
26035,1
26036,0
26037,1
26038,1
26039,0
26040,0
26041,1
26042,1
26043,1
26044,1
26045,1
26046,1
26047,1
26048,1
26049,1
26050,1
26051,1
26052,1
26053,1
26054,1
26055,1
26056,0
26057,1
26058,1
26059,1
26060,1
26061,0
26062,0
26063,0
26064,1
26065,1
26066,0
26067,1
26068,0
26069,1
26070,0
26071,0
26072,1
26073,0
26074,1
26075,0
26076,1
26077,0
26078,1
26079,0
26080,1
26081,0
26082,0
26083,1
26084,0
26085,1
26086,0
26087,1
26088,1
26089,1
26090,1
26091,0
26092,1
26093,1
26094,1
26095,1
26096,1
26097,1
26098,1
26099,0
26100,1
26101,1
26102,0
26103,1
26104,1
26105,1
26106,1
26107,1
26108,1
26109,1
26110,1
26111,0
26112,1
26113,0
26114,1
26115,1
26116,0
26117,1
26118,1
26119,1
26120,1
26121,1
26122,1
26123,0
26124,1
26125,0
26126,1
26127,0
26128,1
26129,0
26130,1
26131,0
26132,0
26133,1
26134,1
26135,1
26136,0
26137,1
26138,1
26139,0
26140,0
26141,0
26142,0
26143,0
26144,0
26145,0
26146,0
26147,0
26148,0
26149,1
26150,1
26151,1
26152,0
26153,1
26154,1
26155,1
26156,1
26157,1
26158,1
26159,1
26160,1
26161,1
26162,1
26163,1
26164,1
26165,1
26166,1
26167,1
26168,1
26169,1
26170,1
26171,1
26172,1
26173,1
26174,1
26175,1
26176,1
26177,1
26178,1
26179,1
26180,1
26181,1
26182,0
26183,0
26184,1
26185,0
26186,1
26187,1
26188,0
26189,0
26190,1
26191,1
26192,1
26193,1
26194,1
26195,1
26196,1
26197,1
26198,1
26199,1
26200,1
26201,1
26202,1
26203,1
26204,1
26205,1
26206,0
26207,1
26208,0
26209,1
26210,1
26211,1
26212,1
26213,1
26214,1
26215,1
26216,1
26217,1
26218,1
26219,1
26220,1
26221,1
26222,1
26223,1
26224,1
26225,1
26226,1
26227,1
26228,1
26229,1
26230,0
26231,0
26232,0
26233,0
26234,1
26235,0
26236,1
26237,0
26238,1
26239,0
26240,0
26241,0
26242,0
26243,1
26244,1
26245,1
26246,1
26247,1
26248,1
26249,1
26250,1
26251,1
26252,1
26253,1
26254,1
26255,1
26256,1
26257,1
26258,1
26259,0
26260,1
26261,1
26262,1
26263,1
26264,1
26265,1
26266,1
26267,1
26268,1
26269,1
26270,1
26271,0
26272,1
26273,1
26274,0
26275,1
26276,1
26277,0
26278,0
26279,0
26280,0
26281,0
26282,0
26283,0
26284,0
26285,0
26286,0
26287,0
26288,0
26289,0
26290,1
26291,1
26292,0
26293,1
26294,1
26295,0
26296,0
26297,0
26298,0
26299,0
26300,0
26301,0
26302,0
26303,0
26304,0
26305,0
26306,0
26307,1
26308,1
26309,1
26310,0
26311,1
26312,1
26313,1
26314,1
26315,1
26316,1
26317,1
26318,1
26319,1
26320,1
26321,1
26322,1
26323,1
26324,1
26325,1
26326,1
26327,1
26328,0
26329,1
26330,1
26331,0
26332,0
26333,1
26334,1
26335,0
26336,1
26337,1
26338,1
26339,1
26340,0
26341,0
26342,0
26343,0
26344,0
26345,0
26346,0
26347,0
26348,0
26349,0
26350,0
26351,1
26352,1
26353,0
26354,0
26355,0
26356,0
26357,0
26358,0
26359,0
26360,0
26361,0
26362,0
26363,0
26364,0
26365,0
26366,0
26367,0
26368,0
26369,0
26370,0
26371,0
26372,1
26373,1
26374,0
26375,0
26376,0
26377,0
26378,0
26379,0
26380,0
26381,1
26382,0
26383,1
26384,1
26385,1
26386,0
26387,0
26388,0
26389,0
26390,0
26391,0
26392,0
26393,0
26394,0
26395,0
26396,0
26397,0
26398,0
26399,0
26400,0
26401,0
26402,0
26403,0
26404,1
26405,0
26406,0
26407,0
26408,0
26409,0
26410,0
26411,0
26412,0
26413,0
26414,0
26415,0
26416,0
26417,0
26418,0
26419,0
26420,0
26421,0
26422,0
26423,0
26424,0
26425,0
26426,0
26427,0
26428,0
26429,0
26430,0
26431,0
26432,0
26433,0
26434,0
26435,0
26436,1
26437,1
26438,1
26439,1
26440,1
26441,1
26442,1
26443,1
26444,1
26445,1
26446,1
26447,0
26448,0
26449,1
26450,0
26451,0
26452,0
26453,0
26454,0
26455,0
26456,1
26457,1
26458,0
26459,0
26460,0
26461,0
26462,1
26463,1
26464,0
26465,0
26466,0
26467,0
26468,0
26469,1
26470,0
26471,1
26472,0
26473,0
26474,1
26475,0
26476,1
26477,1
26478,1
26479,1
26480,1
26481,1
26482,1
26483,1
26484,1
26485,1
26486,1
26487,0
26488,1
26489,0
26490,0
26491,1
26492,0
26493,0
26494,0
26495,1
26496,0
26497,0
26498,1
26499,0
26500,1
26501,0
26502,1
26503,0
26504,1
26505,1
26506,0
26507,0
26508,1
26509,0
26510,1
26511,0
26512,0
26513,1
26514,0
26515,1
26516,0
26517,0
26518,1
26519,1
26520,1
26521,1
26522,1
26523,1
26524,1
26525,1
26526,1
26527,1
26528,1
26529,1
26530,1
26531,1
26532,1
26533,1
26534,1
26535,1
26536,1
26537,1
26538,1
26539,1
26540,1
26541,1
26542,1
26543,1
26544,1
26545,0
26546,0
26547,1
26548,1
26549,1
26550,1
26551,1
26552,0
26553,1
26554,1
26555,1
26556,1
26557,1
26558,0
26559,1
26560,0
26561,0
26562,0
26563,0
26564,0
26565,0
26566,0
26567,0
26568,1
26569,1
26570,1
26571,1
26572,1
26573,1
26574,1
26575,1
26576,0
26577,1
26578,1
26579,1
26580,1
26581,1
26582,0
26583,1
26584,0
26585,0
26586,0
26587,0
26588,1
26589,1
26590,1
26591,1
26592,1
26593,0
26594,1
26595,0
26596,0
26597,0
26598,1
26599,1
26600,0
26601,1
26602,0
26603,0
26604,0
26605,0
26606,1
26607,0
26608,0
26609,1
26610,1
26611,1
26612,0
26613,0
26614,0
26615,1
26616,1
26617,1
26618,1
26619,0
26620,1
26621,1
26622,1
26623,1
26624,0
26625,1
26626,1
26627,0
26628,0
26629,1
26630,1
26631,0
26632,1
26633,0
26634,1
26635,0
26636,1
26637,1
26638,1
26639,1
26640,1
26641,1
26642,0
26643,1
26644,1
26645,1
26646,1
26647,1
26648,1
26649,1
26650,1
26651,1
26652,1
26653,1
26654,1
26655,1
26656,1
26657,1
26658,1
26659,1
26660,1
26661,1
26662,1
26663,1
26664,1
26665,1
26666,1
26667,1
26668,1
26669,1
26670,1
26671,1
26672,1
26673,1
26674,1
26675,1
26676,1
26677,1
26678,1
26679,0
26680,0
26681,1
26682,0
26683,0
26684,0
26685,0
26686,0
26687,0
26688,1
26689,1
26690,0
26691,1
26692,0
26693,1
26694,1
26695,1
26696,1
26697,1
26698,1
26699,1
26700,1
26701,1
26702,1
26703,1
26704,1
26705,1
26706,1
26707,1
26708,1
